Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Division
Eilidh Child-doyle,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,5
Francesca Halsall,F,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,5
Hannah Miley,F,Great Britain,GBR,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal,5
Kristian Thomas,M,Great Britain,GBR,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze,5
Kristian Thomas,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Louis Smith,M,Great Britain,GBR,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze,5
Louis Smith,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Martyn Rooney,M,Great Britain,GBR,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,5
Max Whitlock,M,Great Britain,GBR,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze,5
Max Whitlock,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Nigel Levine,M,Great Britain,GBR,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,5
Robert Renwick,M,Great Britain,GBR,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,5
Robert Renwick,M,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,5
Siobhan-Marie O'connor,F,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,5
Andreas Toba,M,Germany,GER,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Andreas Toba,M,Germany,GER,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Christian Lehn,M,Germany,GER,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal,5
Christian Lehn,M,Germany,GER,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal,5
Clemens Rapp,M,Germany,GER,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,5
Elisabeth Seitz,F,Germany,GER,2012,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Elisabeth Seitz,F,Germany,GER,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Fabian Hambchen,M,Germany,GER,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Fabian Hambchen,M,Germany,GER,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Kim Bui,F,Germany,GER,2012,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Kim Bui,F,Germany,GER,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Marcel Nguyen,M,Germany,GER,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Marcel Nguyen,M,Germany,GER,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Paul Biedermann,M,Germany,GER,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,5
Steffen Deibler,M,Germany,GER,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal,5
Steffen Deibler,M,Germany,GER,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal,5
Evelyn Verraszt,F,Hungary,HUN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal,5
Katinka Hossz,F,Hungary,HUN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal,5
Zsuzsanna Jakabos,F,Hungary,HUN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal,5
Carlotta Ferlito,F,Italy,ITA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Carlotta Ferlito,F,Italy,ITA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Erika Fasana,F,Italy,ITA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Erika Fasana,F,Italy,ITA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Luca Dotto,M,Italy,ITA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,5
Marco Orsi,M,Italy,ITA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,5
Michele Santucci,M,Italy,ITA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,5
Vanessa Ferrari,F,Italy,ITA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Vanessa Ferrari,F,Italy,ITA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Christine Day,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,5
Kemar Bailey-cole,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,5
Novlene Williams-mills,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,5
Usain Bolt,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,5
Yohan Blake,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,5
Asuka Teramoto,F,Japan,JPN,2012,London,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Asuka Teramoto,F,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,No medal,5
Kohei Uchimura,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Kohei Uchimura,M,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold,5
Koji Yamamuro,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Koji Yamamuro,M,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold,5
Ryohei Kato,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Ryohei Kato,M,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold,5
Yusuke Tanaka,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Yusuke Tanaka,M,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold,5
Frederike Heemskerk,F,Netherlands,NED,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,5
Frederike Heemskerk,F,Netherlands,NED,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,5
Inge Dekker,F,Netherlands,NED,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,5
Inge Dekker,F,Netherlands,NED,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,5
Ranomi Kromowidjojo,F,Netherlands,NED,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,5
Ranomi Kromowidjojo,F,Netherlands,NED,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,5
Blessing (-ighoteguonor),F,Nigeria,NGR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,5
Gloria Asumnu,F,Nigeria,NGR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,5
Aaron Gate,M,New Zealand,NZL,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,5
Aliya Mustafina,F,Russia,RUS,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Silver,5
Aliya Mustafina,F,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver,5
Anastasiya Zuyeva-fesikova,F,Russia,RUS,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,5
Andrey Grechin,M,Russia,RUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,5
Danila Izotov,M,Russia,RUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,5
David Belyavsky,M,Russia,RUS,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
David Belyavsky,M,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Denis Ablyazin,M,Russia,RUS,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Denis Ablyazin,M,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Mariya Paseka,F,Russia,RUS,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Silver,5
Mariya Paseka,F,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver,5
Nikolay Kuksenkov,M,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver,5
Veronika Popova,F,Russia,RUS,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,5
Veronika Popova,F,Russia,RUS,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal,5
Vladimir Morozov,M,Russia,RUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,5
Yuliya Yefimova,F,Russia,RUS,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,5
Elin Mattsson-marko-varga,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,5
Michelle Coleman,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,5
Sarah Sjstrm,F,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,5
Ihor Radivilov,M,Ukraine,UKR,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Ihor Radivilov,M,Ukraine,UKR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Nikolay Kuksenkov,M,Ukraine,UKR,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Oleh Verniaiev,M,Ukraine,UKR,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Oleh Verniaiev,M,Ukraine,UKR,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,5
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold,5
Allyson Felix,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,5
Danell Gonzalez,M,United States,USA,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Danell Gonzalez,M,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Gabrielle Douglas,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,5
Gabrielle Douglas,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold,5
Jacob Dalton,M,United States,USA,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Jacob Dalton,M,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Samuel Mikulak,M,United States,USA,2012,London,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Samuel Mikulak,M,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,No medal,5
Tianna Madison-bartoletta,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,5
Tony Mcquay,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,5
Albert Morales,M,Venezuela,VEN,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,5
Arturo Lvarez,M,Venezuela,VEN,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,5
Omar Rondn,M,Venezuela,VEN,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,5
Christopher Burton,M,Australia,AUS,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Christopher Burton,M,Australia,AUS,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",Bronze,4
Jack Bobridge,M,Australia,AUS,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,4
James Mcrae,M,Australia,AUS,2012,London,Rowing,Rowing Men's Quadruple Sculls,Bronze,4
James Mcrae,M,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver,4
Joshua Dunkley-smith,M,Australia,AUS,2012,London,Rowing,Rowing Men's Coxless Fours,Silver,4
Joshua Dunkley-smith,M,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver,4
Karsten Forsterling,M,Australia,AUS,2012,London,Rowing,Rowing Men's Quadruple Sculls,Bronze,4
Karsten Forsterling,M,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver,4
Kerry Hore,F,Australia,AUS,2012,London,Rowing,Rowing Women's Quadruple Sculls,No medal,4
Kerry Hore,F,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,No medal,4
Michael Hepburn,M,Australia,AUS,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,4
Sam Griffiths,M,Australia,AUS,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Sam Griffiths,M,Australia,AUS,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",Bronze,4
William Lockwood,M,Australia,AUS,2012,London,Rowing,Rowing Men's Coxless Fours,Silver,4
William Lockwood,M,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver,4
Christopher Brown,M,Bahamas,BAH,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,4
Michael Mathieu,M,Bahamas,BAH,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,4
Dieter Dekoninck,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Dieter Dekoninck,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,4
Emmanuel Vanluchene,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Glenn Surgeloose,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,4
Jasper Aerents,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Jonathan Borle,M,Belgium,BEL,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Kvin Borle,M,Belgium,BEL,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Louis Croenen,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,4
Pieter Timmers,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Pieter Timmers,M,Belgium,BEL,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,4
Denis Migal,M,Belarus,BLR,2012,London,Rowing,Rowing Men's Coxless Fours,No medal,4
Denis Migal,M,Belarus,BLR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,No medal,4
Vadim Lyalin,M,Belarus,BLR,2012,London,Rowing,Rowing Men's Coxless Fours,No medal,4
Vadim Lyalin,M,Belarus,BLR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,No medal,4
Alvaro Neto,M,Brazil,BRA,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Jumping, Team",No medal,4
Bruno Barros,M,Brazil,BRA,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,4
Bruno Barros,M,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,4
Felipe Silva,M,Brazil,BRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal,4
Franciela Krasucki,F,Brazil,BRA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,4
Franciela Krasucki,F,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,4
Geisa Coutinho,F,Brazil,BRA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Geisa Coutinho,F,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Jailma Lima,F,Brazil,BRA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Jailma Lima,F,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Joelma Sousa,F,Brazil,BRA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Joelma Sousa,F,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Marcelo Chierighini,M,Brazil,BRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Marcelo Chierighini,M,Brazil,BRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal,4
Marcio Jorge,M,Brazil,BRA,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Marcio Jorge,M,Brazil,BRA,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Nicolas Oliveira,M,Brazil,BRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Rosangela Santos,F,Brazil,BRA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,4
Rosangela Santos,F,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,No medal,4
Ruy Filho,M,Brazil,BRA,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Ruy Filho,M,Brazil,BRA,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Brittany Maclean,F,Canada,CAN,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal,4
Jessica Phoenix,F,Canada,CAN,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Jessica Phoenix,F,Canada,CAN,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Rebecca Howard,F,Canada,CAN,2012,London,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
Rebecca Howard,F,Canada,CAN,2016,Rio de Janeiro,Equestrian,"Equestrian Mixed Three-Day Event, Team",No medal,4
He Jianbin,M,China,CHN,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
He Jianbin,M,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal,4
Lei Sheng,M,China,CHN,2012,London,Fencing,"Fencing Men's Foil, Team",No medal,4
Lei Sheng,M,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",No medal,4
Ma Jianfei,M,China,CHN,2012,London,Fencing,"Fencing Men's Foil, Team",No medal,4
Ma Jianfei,M,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",No medal,4
Su Bingtian,M,China,CHN,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,4
Su Bingtian,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,4
Tang Yi,F,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,4
Zhang Peimeng,M,China,CHN,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,4
Zhang Peimeng,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,No medal,4
Daisurami Rousseau,F,Cuba,CUB,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Daisurami Rousseau,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,No medal,4
Williams Gutirrez,M,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Daniel Skaaning,M,Denmark,DEN,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,4
Daniel Skaaning,M,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal,4
Jeanette Gray,F,Denmark,DEN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,4
Jeanette Gray,F,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,4
Mie Nielsen,F,Denmark,DEN,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,4
Mie Nielsen,F,Denmark,DEN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,4
Mie Nielsen,F,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,4
Mie Nielsen,F,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,4
Pernille Blume,F,Denmark,DEN,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,4
Pernille Blume,F,Denmark,DEN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,4
Pernille Blume,F,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,4
Pernille Blume,F,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal,4
Rikke Pedersen,F,Denmark,DEN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal,4
Rikke Pedersen,F,Denmark,DEN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,4
Gustavo Rosario,M,Dominican Republic,DOM,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Gustavo Rosario,M,Dominican Republic,DOM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Lugueln Aquino,M,Dominican Republic,DOM,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Lugueln Aquino,M,Dominican Republic,DOM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,4
Alaaeldin Abouelkassem,M,Egypt,EGY,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",No medal,4
Tarek Ayad,M,Egypt,EGY,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",No medal,4
