Name,Sport,Event,NOC,Year,Medal,Division
Galina (mikheyeva-),Athletics,Athletics Women's 4 x 100 metres Relay,EUN,1992,Silver,4
Galina (tyan-),Handball,Handball Women's Handball,EUN,1992,Bronze,13
Galina (zhivilo-),Handball,Handball Women's Handball,EUN,1992,Bronze,13
Galina Anakhrieva,Rowing,Rowing Women's Quadruple Sculls,BUL,1992,No medal,4
Galina Kamenova,Rowing,Rowing Women's Double Sculls,BUL,1992,No medal,2
Galina Melnik,Table Tennis,Table Tennis Women's Doubles,EUN,1992,No medal,2
Galina Melnik,Table Tennis,Table Tennis Women's Singles,EUN,1992,No medal,1
Galina Savenko,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",EUN,1992,No medal,2
Galina Savenko,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",EUN,1992,No medal,4
Galina Yenyukhina,Cycling,Cycling Women's Sprint,EUN,1992,No medal,1
Gamal Abdulla,Hockey,Hockey Men's Hockey,EGY,1992,No medal,16
Gamal Ghani,Hockey,Hockey Men's Hockey,EGY,1992,No medal,16
Gamal Mohamed,Hockey,Hockey Men's Hockey,EGY,1992,No medal,16
Gang Cheol,Football,Football Men's Football,KOR,1992,No medal,14
Gang Gi-jin,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",KOR,1992,No medal,4
Gang Gi-jin,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",KOR,1992,No medal,1
Gang Hui-chan,Table Tennis,Table Tennis Men's Doubles,KOR,1992,Bronze,2
Gang Hui-chan,Table Tennis,Table Tennis Men's Singles,KOR,1992,No medal,1
Gang Jae-won,Handball,Handball Men's Handball,KOR,1992,No medal,15
Gang Myeong-a,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",KOR,1992,No medal,1
Gang Seong-hyeong,Volleyball,Volleyball Men's Volleyball,KOR,1992,No medal,12
Gao Erwei,Judo,Judo Men's Half-Lightweight,CHN,1992,No medal,1
Gao Han,Athletics,Athletics Women's 100 metres,CHN,1992,No medal,1
Gao Han,Athletics,Athletics Women's 4 x 100 metres Relay,CHN,1992,No medal,4
Gao Lin,Volleyball,Volleyball Women's Volleyball,CHN,1992,No medal,12
Gao Min,Diving,Diving Women's Springboard,CHN,1992,Gold,1
Gareth Marriott,Canoeing,"Canoeing Men's Canadian Singles, Slalom",GBR,1992,Silver,1
Garikoitz Lazo,Rowing,Rowing Men's Coxed Eights,ESP,1992,No medal,9
Garry Herbert,Rowing,Rowing Men's Coxed Pairs,GBR,1992,Gold,1
Gary Anderson,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",NZL,1992,Bronze,1
Gary Anderson,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NZL,1992,No medal,5
Gary Anderson,Swimming,Swimming Men's 200 metres Individual Medley,CAN,1992,No medal,1
Gary Dighton,Cycling,Cycling Men's 100 kilometres Team Time Trial,GBR,1992,No medal,4
Gary Fidelis,Hockey,Hockey Men's Hockey,MAS,1992,No medal,16
Gary Fletcher,Fencing,"Fencing Men's Sabre, Individual",GBR,1992,No medal,1
Gary Fletcher,Fencing,"Fencing Men's Sabre, Team",GBR,1992,No medal,5
Gary Hasler,Football,Football Men's Football,AUS,1992,No medal,19
Gary Holmes,Wrestling,"Wrestling Men's Welterweight, Freestyle",CAN,1992,No medal,1
Gary Neiwand,Cycling,Cycling Men's Sprint,AUS,1992,Silver,1
Gary O'toole,Swimming,Swimming Men's 100 metres Breaststroke,IRL,1992,No medal,1
Gary O'toole,Swimming,Swimming Men's 200 metres Breaststroke,IRL,1992,No medal,1
Gary O'toole,Swimming,Swimming Men's 200 metres Individual Medley,IRL,1992,No medal,1
Gavin Carrow,Wrestling,"Wrestling Men's Heavyweight, Freestyle",CAN,1992,No medal,1
Gavin Lackey,Modern Pentathlon,Modern Pentathlon Men's Individual,AUS,1992,No medal,1
Gavin Lackey,Modern Pentathlon,Modern Pentathlon Men's Team,AUS,1992,No medal,3
Gavin Lovegrove,Athletics,Athletics Men's Javelin Throw,NZL,1992,No medal,1
Gavin Mclean,Fencing,"Fencing Men's epee, Individual",NZL,1992,No medal,1
Gavin Stewart,Rowing,Rowing Men's Coxless Fours,GBR,1992,No medal,4
Gayle Mayes,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",AUS,1992,No medal,4
Gbor Mitring,Rowing,Rowing Men's Single Sculls,HUN,1992,No medal,1
Gbor Nemes,Water Polo,Water Polo Men's Water Polo,HUN,1992,No medal,13
Gbor Schmiedt,Water Polo,Water Polo Men's Water Polo,HUN,1992,No medal,13
Gbor Totola,Fencing,"Fencing Men's epee, Team",HUN,1992,Silver,5
Gbor Tth,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",HUN,1992,No medal,1
Geir Sveinsson,Handball,Handball Men's Handball,ISL,1992,No medal,14
Gelindo Bordin,Athletics,Athletics Men's Marathon,ITA,1992,No medal,1
Gella Vandecaveye,Judo,Judo Women's Half-Middleweight,BEL,1992,No medal,1
Gemma Blzquez,Shooting,Shooting Mixed Trap,ESP,1992,No medal,1
Genaro Trejo,Athletics,Athletics Men's 4 x 100 metres Relay,MEX,1992,No medal,4
Gennady Kryuchkin,Rowing,Rowing Men's Coxed Fours,EUN,1992,No medal,5
Gennady Prigoda,Swimming,Swimming Men's 100 metres Freestyle,EUN,1992,No medal,1
Gennady Prigoda,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,EUN,1992,Silver,6
Gennady Prigoda,Swimming,Swimming Men's 50 metres Freestyle,EUN,1992,No medal,1
Gennaro Napoli,Athletics,"Athletics Men's 1,500 metres",ITA,1992,No medal,1
Genowefa (olejarz-),Athletics,Athletics Women's Javelin Throw,POL,1992,No medal,1
Gentenesh Urge,Athletics,"Athletics Women's 1,500 metres",ETH,1992,No medal,1
Geoffrey Clark,Water Polo,Water Polo Men's Water Polo,AUS,1992,No medal,13
Geoffrey Stevens,Sailing,Sailing Mixed Multihull,RSA,1992,No medal,1
Georg Schwabenland,Wrestling,"Wrestling Men's Lightweight, Freestyle",GER,1992,No medal,1
Georg Stadler,Sailing,Sailing Mixed Three Person Keelboat,AUT,1992,No medal,3
Georg Totschnig,Cycling,"Cycling Men's Road Race, Individual",AUT,1992,No medal,1
George Cosac,Tennis,Tennis Men's Doubles,ROU,1992,No medal,2
George Garcs,Cycling,Cycling Men's 100 kilometres Team Time Trial,USA,1992,No medal,4
George Iwaarden,Rowing,Rowing Men's Coxless Pairs,NED,1992,No medal,2
George Leary,Shooting,Shooting Mixed Trap,CAN,1992,No medal,1
George Mormando,Fencing,"Fencing Men's Sabre, Individual",USA,1992,No medal,1
George Mormando,Fencing,"Fencing Men's Sabre, Team",USA,1992,No medal,5
George Rebello,Sailing,Sailing Men's Windsurfer,BRA,1992,No medal,1
George Slifkas,Football,Football Men's Football,AUS,1992,No medal,19
Georges Sainte-rose,Athletics,Athletics Men's Triple Jump,FRA,1992,No medal,1
Georgette N'koma,Athletics,Athletics Women's 200 metres,CMR,1992,No medal,1
Georgette N'koma,Athletics,Athletics Women's 4 x 100 metres Relay,CMR,1992,No medal,4
Georgette Reed,Athletics,Athletics Women's Shot Put,CAN,1992,No medal,1
Georgi Dakov,Athletics,Athletics Men's High Jump,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Floor Exercise,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Horizontal Bar,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Horse Vault,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Individual All-Around,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Parallel Bars,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Pommelled Horse,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Rings,BUL,1992,No medal,1
Georgi Lozanov,Gymnastics,Gymnastics Men's Team All-Around,BUL,1992,No medal,6
Georgi Mikhalev,Swimming,Swimming Men's 100 metres Backstroke,BUL,1992,No medal,1
Georgi Mikhalev,Swimming,Swimming Men's 200 metres Backstroke,BUL,1992,No medal,1
Georgios Athanasiadis,Wrestling,"Wrestling Men's Lightweight, Freestyle",GRE,1992,No medal,1
Georgios Mavrotas,Water Polo,Water Polo Men's Water Polo,GRE,1992,No medal,13
Georgios Moustopoulos,Wrestling,"Wrestling Men's Featherweight, Freestyle",GRE,1992,No medal,1
Georgios Portelanos,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",GRE,1992,No medal,1
Georgios Portelanos,Cycling,Cycling Men's Points Race,GRE,1992,No medal,1
Georgios Stefanopoulos,Boxing,Boxing Men's Heavyweight,GRE,1992,No medal,1
Georgy Shayduko,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,EUN,1992,No medal,1
Geraldine Simpson,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",RSA,1992,No medal,2
Geraldine Simpson,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",RSA,1992,No medal,1
Gerard Vliet,Cycling,"Cycling Men's Road Race, Individual",ARU,1992,No medal,1
Gerasimos Voltyrakis,Water Polo,Water Polo Men's Water Polo,GRE,1992,No medal,13
Gerben Broeren,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NED,1992,No medal,4
Gerhardus Cent,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NED,1992,No medal,4
Gerhardus Potma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NED,1992,No medal,1
Geri Mewett,Swimming,Swimming Men's 100 metres Freestyle,BER,1992,No medal,1
Geri Mewett,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,BER,1992,No medal,4
Geri Mewett,Swimming,Swimming Men's 50 metres Freestyle,BER,1992,No medal,1
Germn Cruz,Athletics,Athletics Men's 50 kilometres Walk,MEX,1992,No medal,1
Germn Fresneda,Baseball,Baseball Men's Baseball,CUB,1992,Gold,1
Germn Martnez,Athletics,"Athletics Men's 10,000 metres",MEX,1992,No medal,1
Gernot Eder,Shooting,"Shooting Men's Air Pistol, 10 metres",GER,1992,No medal,1
Gernot Eder,Shooting,"Shooting Men's Free Pistol, 50 metres",GER,1992,No medal,1
Gernot Kellermayr,Athletics,Athletics Men's Decathlon,AUT,1992,No medal,1
Gerson Victalino,Basketball,Basketball Men's Basketball,BRA,1992,No medal,12
Gert Ohlsn,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",SWE,1992,No medal,4
Gert Port,Rowing,Rowing Men's Quadruple Sculls,AUT,1992,No medal,4
Gert Wiesenborn,Athletics,Athletics Men's Shot Put,CHI,1992,No medal,1
Gertrd Stefanek,Fencing,"Fencing Women's Foil, Individual",HUN,1992,No medal,1
Gertrd Stefanek,Fencing,"Fencing Women's Foil, Team",HUN,1992,No medal,5
Geza Magyar,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",ROU,1992,No medal,2
Geza Magyar,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",ROU,1992,No medal,4
Ghada Shouaa,Athletics,Athletics Women's Heptathlon,SYR,1992,No medal,1
Ghanem Johar,Athletics,Athletics Men's Javelin Throw,KUW,1992,No medal,1
Gheorghe Andriev,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",ROU,1992,No medal,2
Gheorghe Andriev,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",ROU,1992,No medal,2
Gheorghe Boroi,Athletics,Athletics Men's 110 metres Hurdles,ROU,1992,No medal,1
Gheorghe Epurescu,Fencing,"Fencing Men's epee, Team",ROU,1992,No medal,5
Gheorghe Guet,Athletics,Athletics Men's Shot Put,ROU,1992,No medal,1
Ghulam Abbas,Athletics,Athletics Men's 400 metres Hurdles,PAK,1992,No medal,1
Gian Macina,Athletics,Athletics Men's Marathon,SMR,1992,No medal,1
Gianfranco Contri,Cycling,Cycling Men's 100 kilometres Team Time Trial,ITA,1992,Silver,4
Gianluca Farina,Rowing,Rowing Men's Quadruple Sculls,ITA,1992,Bronze,4
Gianluca Sordo,Football,Football Men's Football,ITA,1992,No medal,16
Gianluca Tiberti,Modern Pentathlon,Modern Pentathlon Men's Individual,ITA,1992,No medal,1
Gianluca Tiberti,Modern Pentathlon,Modern Pentathlon Men's Team,ITA,1992,Bronze,3
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Floor Exercise,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Horizontal Bar,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Horse Vault,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Individual All-Around,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Parallel Bars,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Pommelled Horse,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Rings,ITA,1992,No medal,1
Gianmatteo Centazzo,Gymnastics,Gymnastics Men's Team All-Around,ITA,1992,No medal,6
Gianni Govoni,Equestrian,"Equestrian Mixed Jumping, Individual",ITA,1992,No medal,1
Gianni Govoni,Equestrian,"Equestrian Mixed Jumping, Team",ITA,1992,No medal,4
Gianni Vignaduzzi,Cycling,"Cycling Men's Road Race, Individual",CAN,1992,No medal,1
Giannis Zisimidis,Athletics,Athletics Men's 100 metres,CYP,1992,No medal,1
Giannis Zisimidis,Athletics,Athletics Men's 200 metres,CYP,1992,No medal,1
Gideon Ng,Table Tennis,Table Tennis Men's Singles,CAN,1992,No medal,1
Gideon Yego,Athletics,Athletics Men's 400 metres Hurdles,KEN,1992,No medal,1
Gijsbert Leden,Water Polo,Water Polo Men's Water Polo,NED,1992,No medal,13
Gijsbert Weterings,Hockey,Hockey Men's Hockey,NED,1992,No medal,16
Gil Nam-su,Weightlifting,Weightlifting Men's Flyweight,PRK,1992,No medal,1
Gilad Bloom,Tennis,Tennis Men's Singles,ISR,1992,No medal,1
Gilbert Aduche,Weightlifting,Weightlifting Men's Super-Heavyweight,NGR,1992,No medal,1
Gilberto Brown,Boxing,Boxing Men's Middleweight,ISV,1992,No medal,1
Gilberto Cardoso,Handball,Handball Men's Handball,BRA,1992,No medal,14
Gilberto Pia,Judo,Judo Men's Extra-Lightweight,DOM,1992,No medal,1
Gilda (-fix),Canoeing,"Canoeing Women's Kayak Singles, Slalom",CRC,1992,No medal,1
Giles Stanley,Sailing,Sailing Mixed Three Person Keelboat,RSA,1992,No medal,3
Gilles Bogui,Athletics,Athletics Men's 4 x 100 metres Relay,CIV,1992,No medal,4
Gilles Coudray,Swimming,Swimming Men's 50 metres Freestyle,CGO,1992,No medal,1
Gilles Madelenat,Water Polo,Water Polo Men's Water Polo,FRA,1992,No medal,13
Gilles Qunherv,Athletics,Athletics Men's 200 metres,FRA,1992,No medal,1
Gilles Qunherv,Athletics,Athletics Men's 4 x 100 metres Relay,FRA,1992,No medal,4
Gillian (-love),Athletics,Athletics Women's 100 metres Hurdles,JAM,1992,No medal,1
Gillian Atkins,Hockey,Hockey Women's Hockey,GBR,1992,Bronze,16
Gillian Campbell,Rowing,Rowing Women's Double Sculls,AUS,1992,No medal,2
Gillian Clark,Badminton,Badminton Women's Doubles,GBR,1992,No medal,2
Gillian Gowers,Badminton,Badminton Women's Doubles,GBR,1992,No medal,2
Gillian Lindsay,Rowing,Rowing Women's Coxless Fours,GBR,1992,No medal,4
Gillian Rolton,Equestrian,"Equestrian Mixed Three-Day Event, Individual",AUS,1992,No medal,1
Gillian Rolton,Equestrian,"Equestrian Mixed Three-Day Event, Team",AUS,1992,Gold,1
Gillian Thomson,Swimming,Swimming Women's 100 metres Backstroke,PHI,1992,No medal,1
Gillian Thomson,Swimming,Swimming Women's 100 metres Freestyle,PHI,1992,No medal,1
Gillian Thomson,Swimming,Swimming Women's 200 metres Backstroke,PHI,1992,No medal,1
Gillian Thomson,Swimming,Swimming Women's 200 metres Freestyle,PHI,1992,No medal,1
Gina (-groza),Gymnastics,Gymnastics Women's Balance Beam,ROU,1992,No medal,1
Gina (-groza),Gymnastics,Gymnastics Women's Floor Exercise,ROU,1992,No medal,1
Gina (-groza),Gymnastics,Gymnastics Women's Horse Vault,ROU,1992,No medal,1
Gina (-groza),Gymnastics,Gymnastics Women's Individual All-Around,ROU,1992,No medal,1
Gina (-groza),Gymnastics,Gymnastics Women's Team All-Around,ROU,1992,Silver,6
Gina (-groza),Gymnastics,Gymnastics Women's Uneven Bars,ROU,1992,No medal,1
Gino Brousseau,Volleyball,Volleyball Men's Volleyball,CAN,1992,No medal,12
Gintaras Einikis,Basketball,Basketball Men's Basketball,LTU,1992,Bronze,12
Gintaras Krapikas,Basketball,Basketball Men's Basketball,LTU,1992,Bronze,12
Gintaras Stakeviius,Modern Pentathlon,Modern Pentathlon Men's Individual,LTU,1992,No medal,1
Gintaras Stakeviius,Modern Pentathlon,Modern Pentathlon Men's Team,LTU,1992,No medal,3
Giorge Loren,Baseball,Baseball Men's Baseball,CUB,1992,Gold,1
Giorgi Chogovadze,Diving,Diving Men's Platform,EUN,1992,No medal,1
Giorgio Lamberti,Swimming,Swimming Men's 100 metres Freestyle,ITA,1992,No medal,1
Giorgio Lamberti,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,ITA,1992,No medal,4
Giorgio Lamberti,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,ITA,1992,No medal,6
Giorgio Nuti,Equestrian,"Equestrian Mixed Jumping, Individual",ITA,1992,No medal,1
Giorgio Nuti,Equestrian,"Equestrian Mixed Jumping, Team",ITA,1992,No medal,4
Giorgio Vismara,Judo,Judo Men's Middleweight,ITA,1992,No medal,1
Giorgio Zuccoli,Sailing,Sailing Mixed Multihull,ITA,1992,No medal,1
Giovane Gvio,Volleyball,Volleyball Men's Volleyball,BRA,1992,Gold,12
Giovanna Burlando,Synchronized Swimming,Synchronized Swimming Women's Duet,ITA,1992,No medal,2
Giovanna Burlando,Synchronized Swimming,Synchronized Swimming Women's Solo,ITA,1992,No medal,1
Giovanna Tortora,Judo,Judo Women's Extra-Lightweight,ITA,1992,No medal,1
Giovanna Trillini,Fencing,"Fencing Women's Foil, Individual",ITA,1992,Gold,1
Giovanna Trillini,Fencing,"Fencing Women's Foil, Team",ITA,1992,Gold,5
Giovanni Benedictis,Athletics,Athletics Men's 20 kilometres Walk,ITA,1992,Bronze,1
Giovanni Evangelisti,Athletics,Athletics Men's Long Jump,ITA,1992,No medal,1
Giovanni Linscheer,Swimming,Swimming Men's 100 metres Butterfly,SUR,1992,No medal,1
Giovanni Linscheer,Swimming,Swimming Men's 100 metres Freestyle,SUR,1992,No medal,1
Giovanni Lombardi,Cycling,Cycling Men's Points Race,ITA,1992,Gold,1
Giovanni Lombardi,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",ITA,1992,No medal,5
Giovanni Minervini,Swimming,Swimming Men's 100 metres Breaststroke,ITA,1992,No medal,1
Giovanni Minervini,Swimming,Swimming Men's 4 x 100 metres Medley Relay,ITA,1992,No medal,4
Giovanni Pellielo,Shooting,Shooting Mixed Trap,ITA,1992,No medal,1
Giovanni Perricelli,Athletics,Athletics Men's 50 kilometres Walk,ITA,1992,No medal,1
Giovanni Pretorius,Boxing,Boxing Men's Welterweight,RSA,1992,No medal,1
Giovanni Scalzo,Fencing,"Fencing Men's Sabre, Individual",ITA,1992,No medal,1
Giovanni Scalzo,Fencing,"Fencing Men's Sabre, Team",ITA,1992,No medal,5
Giovanni Scarantino,Weightlifting,Weightlifting Men's Bantamweight,ITA,1992,No medal,1
Giovanni Schillaci,Wrestling,"Wrestling Men's Featherweight, Freestyle",ITA,1992,No medal,1
Giovanni Suarez,Rowing,Rowing Men's Coxed Eights,ITA,1992,No medal,9
Giovannimaria Sirovich,Fencing,"Fencing Men's Sabre, Team",ITA,1992,No medal,5
Giovanny Fanny,Athletics,Athletics Men's 400 metres Hurdles,SEY,1992,No medal,1
Gir Yeong-a,Badminton,Badminton Women's Doubles,KOR,1992,Bronze,2
Girts Vilks,Rowing,Rowing Men's Quadruple Sculls,EUN,1992,No medal,4
Gisela Bekker,Sailing,Sailing Women's One Person Dinghy,ARG,1992,No medal,1
Gisela Hmmerling,Judo,Judo Women's Half-Middleweight,SUI,1992,No medal,1
Gisle Meygret,Fencing,"Fencing Women's Foil, Individual",FRA,1992,No medal,1
Gisle Meygret,Fencing,"Fencing Women's Foil, Team",FRA,1992,No medal,5
Gitta Jensen,Swimming,Swimming Women's 100 metres Freestyle,DEN,1992,No medal,1
Gitta Jensen,Swimming,Swimming Women's 200 metres Freestyle,DEN,1992,No medal,1
Gitta Jensen,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,DEN,1992,No medal,5
Gitta Jensen,Swimming,Swimming Women's 4 x 100 metres Medley Relay,DEN,1992,No medal,4
Gitta Jensen,Swimming,Swimming Women's 50 metres Freestyle,DEN,1992,No medal,1
Gitte Karlshj,Athletics,"Athletics Women's 3,000 metres",DEN,1992,No medal,1
Giulia Volpi,Gymnastics,Gymnastics Women's Balance Beam,ITA,1992,No medal,1
Giulia Volpi,Gymnastics,Gymnastics Women's Floor Exercise,ITA,1992,No medal,1
Giulia Volpi,Gymnastics,Gymnastics Women's Horse Vault,ITA,1992,No medal,1
Giulia Volpi,Gymnastics,Gymnastics Women's Individual All-Around,ITA,1992,No medal,1
Giulia Volpi,Gymnastics,Gymnastics Women's Uneven Bars,ITA,1992,No medal,1
Giuliano Ceccoli,Shooting,"Shooting Men's Air Rifle, 10 metres",SMR,1992,No medal,1
Giuseppe Abbagnale,Rowing,Rowing Men's Coxed Pairs,ITA,1992,Silver,1
Giuseppe Capua,Rowing,Rowing Men's Coxed Pairs,ITA,1992,Silver,1
Giuseppe Favalli,Football,Football Men's Football,ITA,1992,No medal,16
Giuseppe Gaetano,Athletics,Athletics Men's 50 kilometres Walk,ITA,1992,No medal,1
Giuseppe Porzio,Water Polo,Water Polo Men's Water Polo,ITA,1992,Gold,12
Giuseppina Tufano,Basketball,Basketball Women's Basketball,ITA,1992,No medal,12
Gladys Wachiuri,Athletics,Athletics Women's 800 metres,KEN,1992,No medal,1
Glen Housman,Swimming,"Swimming Men's 1,500 metres Freestyle",AUS,1992,Silver,1
Glen Sword,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",GBR,1992,No medal,4
Glenn Bourke,Sailing,Sailing Men's One Person Dinghy,AUS,1992,No medal,1
Glenn Diaz,Swimming,Swimming Men's 100 metres Breaststroke,GUM,1992,No medal,1
Glenn Diaz,Swimming,Swimming Men's 200 metres Breaststroke,GUM,1992,No medal,1
Glenn Diaz,Swimming,Swimming Men's 4 x 100 metres Medley Relay,GUM,1992,No medal,4
Glenn Magnusson,Cycling,"Cycling Men's Road Race, Individual",SWE,1992,No medal,1
Glenn Mcleay,Cycling,Cycling Men's Points Race,NZL,1992,No medal,1
Glenn Mcleay,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NZL,1992,No medal,5
Glenn Townsend,Water Polo,Water Polo Men's Water Polo,AUS,1992,No medal,13
Glenroy Gilbert,Athletics,Athletics Men's 4 x 100 metres Relay,CAN,1992,No medal,5
Gloria Panoso,Athletics,Athletics Women's 4 x 400 metres Relay,BOL,1992,No medal,4
Gloria Vila,Table Tennis,Table Tennis Women's Doubles,ESP,1992,No medal,2
Glucia Soutinho,Synchronized Swimming,Synchronized Swimming Women's Solo,BRA,1992,No medal,1
